source1_entity_id	split	true_match_count	matched_entity_ids
S1-684021813	threshold	2	S2-441572702,S3-889417195
S1-684211973	threshold	3	S2-413831777,S2-470214308,S3-979787668
S1-684511294	threshold	2	S2-552602000,S3-700859929
S1-68458645	threshold	4	S2-683157341,S2-689762018,S3-116151978,S3-604978130
S1-684705921	threshold	6	S2-658288662,S2-67879657,S2-160972055,S2-694047807,S3-204903660,S3-850719994
S1-684925689	threshold	3	S3-600991258,S3-280178244,S3-352800421
S1-684995953	threshold	4	S2-830165665,S2-201395106,S3-747269392,S3-686134685
S1-685099735	threshold	3	S2-103280008,S3-240175802,S3-377684655
S1-68515273	threshold	7	S2-359278875,S2-840853743,S3-78757138,S3-323142670,S3-519328267,S3-340529823,S3-440264921
S1-685550862	threshold	2	S2-207262940,S3-405616960
S1-686094132	threshold	3	S2-900593372,S3-518063898,S3-59304324
S1-686514746	threshold	5	S2-767636680,S2-792093907,S3-738184594,S3-29892619,S3-458576101
S1-687445766	threshold	5	S2-385987931,S2-266936895,S2-598520824,S3-337251500,S3-258756317
S1-687572970	threshold	3	S2-861215033,S3-458631732,S3-431405618
S1-687695689	threshold	5	S2-567217706,S2-198900989,S3-41121092,S3-261912842,S3-684551053
S1-689534140	threshold	5	S2-201474146,S2-9147856,S2-790872864,S3-249888641,S3-885451543
S1-69002157	threshold	5	S2-456257189,S2-323859842,S2-894908686,S3-837402579,S3-99190763
S1-690550190	threshold	7	S2-96302583,S2-277128024,S2-517086215,S2-730266265,S3-154467756,S3-731694040,S3-402941006
S1-690584528	threshold	1	S2-59173847
S1-690753622	threshold	3	S2-275775914,S2-516799431,S3-94725
S1-691117913	threshold	5	S2-484582806,S2-835643835,S2-597960565,S3-977556554,S3-829966503
S1-691472299	threshold	2	S3-968805891,S3-49473941
S1-69197875	threshold	0	
S1-692255056	threshold	2	S2-18211063,S3-21253565
S1-692704998	threshold	4	S2-394094037,S2-761843530,S2-657754174,S2-675218752
S1-69280560	threshold	2	S2-854535098,S3-510301679
S1-692969184	threshold	2	S2-931741271,S3-803735083
S1-693051095	threshold	7	S2-577816339,S2-721298640,S2-357765163,S2-372924469,S2-238848182,S3-486863964,S3-712440835
S1-693138043	threshold	3	S2-530110723,S2-821181349,S2-824107781
S1-693360659	threshold	4	S2-636670439,S3-568412403,S3-261559211,S3-974041174
S1-693786704	threshold	3	S2-95215316,S2-943901623,S3-940804075
S1-694412545	threshold	3	S2-778477343,S3-568368030,S3-826737257
S1-695154491	threshold	4	S2-903251331,S2-299019444,S3-168900346,S3-970479256
S1-695361926	threshold	6	S2-776910530,S2-456037860,S2-895767466,S2-976827774,S3-361632750,S3-752688457
S1-69658267	threshold	4	S2-964607765,S2-65073332,S3-429144151,S3-201593678
S1-697019244	threshold	6	S2-379923138,S2-750449457,S2-489985395,S3-532152672,S3-121056320,S3-897225811
S1-697172071	threshold	5	S2-178684129,S2-775918085,S3-866395409,S3-36372946,S3-628647435
S1-697534467	threshold	2	S3-807718485,S3-317533510
S1-697972215	threshold	2	S2-333502035,S3-390677147
S1-699579101	threshold	3	S2-71815020,S2-892598149,S3-346731946
S1-700501655	threshold	3	S2-71664103,S3-607882936,S3-40752047
S1-701481247	threshold	3	S2-986735593,S2-452680384,S3-470188367
S1-701583396	threshold	5	S2-482400830,S2-343152285,S2-550622607,S3-327922333,S3-193946989
S1-702004041	threshold	4	S2-289276820,S2-265608951,S2-642514414,S2-117412543
S1-702408586	threshold	2	S2-756176150,S3-767861681
S1-70333006	threshold	0	
S1-703337102	threshold	5	S2-818551941,S2-32241280,S3-224032757,S3-61526758,S3-562923578
S1-703346179	threshold	2	S2-193035372,S3-868149151
S1-703787604	threshold	5	S2-216706168,S2-548368256,S2-448625677,S3-694450795,S3-117151514
S1-703803209	threshold	2	S2-448699634,S3-770635868
S1-704630376	threshold	3	S2-182161598,S3-677069245,S3-769838177
S1-705005118	threshold	0	
S1-705253088	threshold	5	S2-483005979,S2-977317538,S3-67015661,S3-913952548,S3-977583570
S1-705509442	threshold	6	S2-819925707,S2-967952281,S2-201104179,S2-773340156,S3-602027977,S3-103794823
S1-706309121	threshold	2	S2-711032655,S3-185521840
S1-706378916	threshold	2	S2-746169846,S2-521734204
S1-706806685	threshold	4	S2-22149582,S2-948245998,S3-396633109,S3-402094949
S1-707224320	threshold	3	S2-929071687,S2-394156563,S3-146144953
S1-707409892	threshold	6	S2-545891928,S2-724672143,S3-790742139,S3-873969605,S3-388118369,S3-757864934
S1-707453626	threshold	1	S2-757114445
S1-707620808	threshold	3	S2-879778717,S3-320368292,S3-104357601
S1-707718747	threshold	5	S2-318622296,S2-941571328,S3-65470198,S3-18618606,S3-132443493
S1-708069977	threshold	5	S2-138666013,S2-103403464,S2-326070180,S3-691399188,S3-111818997
S1-708381350	threshold	2	S2-382025544,S3-211605238
S1-708388404	threshold	3	S2-583543615,S2-486671555,S3-137567030
S1-708682519	threshold	0	
S1-709328368	threshold	4	S2-586988584,S2-168418204,S2-934235904,S3-946143292
S1-710313889	threshold	4	S2-603876861,S3-74397753,S3-251637798,S3-428575935
S1-710364967	threshold	1	S2-56006898
S1-710572770	threshold	2	S2-82194223,S3-103367622
S1-711589554	threshold	2	S3-12461422,S3-89011899
S1-711638444	threshold	3	S2-672688712,S3-996881733,S3-148479161
S1-711909665	threshold	4	S2-185128918,S3-693743315,S3-417896191,S3-209979085
S1-711961601	threshold	3	S2-579373738,S3-448825670,S3-552601985
S1-71228182	threshold	3	S2-5956617,S2-132491815,S3-215610725
S1-712366248	threshold	5	S2-70681733,S2-404767662,S3-973825523,S3-839539419,S3-797765271
S1-713067446	threshold	4	S2-336501399,S2-644066339,S3-41740492,S3-821459063
S1-713075291	threshold	5	S2-9041048,S2-176770815,S2-72991808,S3-534658623,S3-824736411
S1-713364283	threshold	3	S2-477497772,S2-824916952,S2-604757357
S1-71355461	threshold	2	S2-96718587,S3-812518438
S1-714200343	threshold	1	S2-426815440
S1-714260082	threshold	5	S2-479660261,S2-972200607,S3-558643316,S3-161489318,S3-676036081
S1-714896990	threshold	4	S2-143771321,S3-287348553,S3-752539026,S3-239421717
S1-714988414	threshold	3	S2-564436889,S2-110927838,S3-554684227
S1-715226416	threshold	6	S2-732645904,S2-438433424,S2-594917432,S3-354513981,S3-427172344,S3-200286049
S1-715569169	threshold	3	S2-702040759,S3-818096629,S3-225292209
S1-716728614	threshold	4	S2-645390029,S2-358137478,S2-108120878,S3-53950275
S1-717593731	threshold	2	S2-285237744,S3-531835832
S1-717640786	threshold	3	S2-366829705,S2-284445131,S3-60898225
S1-717790210	threshold	3	S2-196475206,S2-179997381,S3-287815610
S1-718213697	threshold	3	S2-277310946,S2-132412897,S3-40344314
S1-719146779	threshold	4	S2-118391072,S3-498022423,S3-919526662,S3-628637079
S1-719252289	threshold	0	
S1-719459337	threshold	4	S2-229371138,S2-180187507,S3-621964161,S3-162320083
S1-719757749	threshold	6	S2-720952935,S2-717544802,S2-419981585,S3-580524836,S3-681192123,S3-223588217
S1-71991854	threshold	2	S2-451454957,S3-34941506
S1-720161630	threshold	1	S2-123405305
S1-720217828	threshold	4	S2-366325948,S2-720538759,S2-1706369,S2-724375719
S1-720777208	threshold	1	S3-671976286
S1-720805886	threshold	3	S2-914246534,S2-912732493,S3-694787123
S1-720997739	threshold	3	S2-494995279,S2-393505949,S3-453772864
S1-721201782	threshold	5	S2-726828742,S2-262006482,S2-168400569,S3-770284092,S3-715758912
S1-721422275	threshold	8	S2-162512533,S2-239837741,S2-552936971,S3-730525783,S3-605596130,S3-655386241,S3-383905724,S3-904231197
S1-721755243	threshold	6	S2-268126498,S3-675224661,S3-772576719,S3-675506751,S3-937921241,S3-196872196
S1-722209222	threshold	4	S2-294964887,S3-540598717,S3-323438717,S3-580071895
S1-722562830	threshold	5	S2-617035750,S2-235613069,S3-410378144,S3-713630996,S3-32265931
S1-722799320	threshold	3	S2-203748931,S2-961995177,S3-58299523
S1-722943830	threshold	2	S2-662325089,S3-830121913
S1-723132646	threshold	1	S3-387373471
S1-724195140	threshold	2	S3-801456323,S3-250655904
S1-724459727	threshold	3	S2-416046527,S2-346334269,S3-777147909
S1-72485812	threshold	3	S2-97911123,S3-222041760,S3-535500279
S1-724933335	threshold	5	S2-304209500,S2-79436456,S2-783701147,S2-524771846,S3-780915805
S1-725127779	threshold	5	S2-556778966,S2-920404583,S2-5253549,S3-344182620,S3-886787499
S1-725275594	threshold	3	S2-997457295,S3-103816353,S3-493707006
S1-725464885	threshold	5	S2-165191399,S2-287189360,S2-716261663,S2-769312744,S3-900046111
S1-725577575	threshold	1	S3-271348599
S1-725696465	threshold	2	S2-54550637,S3-182711366
S1-725701033	threshold	6	S2-464249252,S2-516343343,S3-39077359,S3-79408375,S3-53765654,S3-917332889
S1-726873305	threshold	3	S2-55262716,S3-483997618,S3-935659024
S1-727601199	threshold	8	S2-789283655,S2-234888848,S2-219551860,S3-365226803,S3-59556687,S3-558979165,S3-668743967,S3-596887620
S1-727623863	threshold	5	S2-139120090,S2-861127935,S3-746418149,S3-20958324,S3-129458276
S1-728115064	threshold	4	S2-797122339,S3-542521511,S3-582023144,S3-602196565
S1-728263706	threshold	2	S2-607200596,S3-406588481
S1-72927847	threshold	3	S2-758480737,S3-537214181,S3-141546547
S1-729922026	threshold	4	S2-324444512,S2-569255885,S3-746930017,S3-626768170
S1-730165252	threshold	3	S2-937296472,S2-119392058,S3-840376097
S1-730203002	threshold	5	S2-440571253,S2-880116338,S3-813603607,S3-632688115,S3-861516579
S1-73222901	threshold	5	S2-211825562,S2-250469973,S3-36262758,S3-364923433,S3-146234115
S1-733282272	threshold	7	S2-527874667,S2-193588512,S2-57646321,S2-382319222,S3-293432009,S3-642856089,S3-57011489
S1-734816593	threshold	5	S2-973162373,S2-554541016,S3-934816239,S3-106937901,S3-665420669
S1-734940082	threshold	0	
S1-735029848	threshold	3	S2-43435927,S3-48093014,S3-624652049
S1-736060253	threshold	2	S2-810385289,S3-747368212
S1-736084307	threshold	5	S2-878319822,S3-575753936,S3-672804427,S3-569911392,S3-484214640
S1-736183617	threshold	0	
S1-736479231	threshold	2	S2-638898648,S3-741456594
S1-736639255	threshold	4	S2-924985430,S2-421627380,S3-350963005,S3-505181735
S1-737566984	threshold	4	S2-726233991,S2-530270545,S2-136760664,S3-77595180
S1-737814044	threshold	6	S2-399300992,S2-481523689,S2-978293443,S3-37574201,S3-749109372,S3-746306777
S1-737857793	threshold	7	S2-317505418,S2-576669190,S2-977992909,S2-259808891,S3-93793053,S3-753031245,S3-875028370
S1-738055820	threshold	2	S2-883036446,S3-985009867
S1-738148115	threshold	7	S2-728060659,S3-619048450,S3-286427516,S3-867174079,S3-849173946,S3-610667110,S3-818528217
S1-738275149	threshold	6	S2-75054590,S2-404136768,S3-268291041,S3-575203197,S3-807387956,S3-130265636
S1-738532679	threshold	6	S2-780847157,S2-454178630,S2-681322818,S2-504650182,S3-777097282,S3-94374948
S1-739014509	threshold	5	S2-188629128,S3-938253005,S3-48567267,S3-486334025,S3-86396686
S1-739559484	threshold	5	S2-928900740,S2-5516629,S2-223890992,S3-550437074,S3-32360109
S1-739716412	threshold	5	S2-408800836,S2-44268266,S2-967656863,S3-715852762,S3-989323115
S1-740370301	threshold	0	
S1-740646008	threshold	5	S2-705655691,S2-628032154,S3-293037641,S3-708219534,S3-644146631
S1-741141712	threshold	6	S2-903027916,S2-659452380,S2-312888824,S2-660622583,S3-757897267,S3-979675233
S1-741225797	threshold	3	S2-524467976,S2-771526550,S3-801396027
S1-74131543	threshold	4	S2-656287695,S2-369953819,S3-775510332,S3-17103108
S1-741739873	threshold	2	S2-41409824,S3-262572263
S1-742528574	threshold	3	S2-323758179,S3-435889899,S3-98942804
S1-742700793	threshold	3	S2-648318370,S2-155443822,S3-277990926
S1-742892220	threshold	0	
S1-743518127	threshold	5	S2-741302769,S2-744489676,S2-176725795,S3-871537461,S3-160266287
S1-743574607	threshold	4	S2-981631442,S2-773663894,S2-442680677,S3-44427214
S1-743627211	threshold	5	S2-35592103,S2-496875989,S2-653654295,S2-767712215,S3-384771267
S1-743637319	threshold	3	S2-310341517,S3-691371604,S3-549802844
S1-743719614	threshold	4	S2-139112539,S3-578375190,S3-109106096,S3-619003884
S1-743732008	threshold	4	S2-129524811,S2-11137788,S3-59583843,S3-131247941
S1-744954854	threshold	2	S2-55543797,S3-879355000
S1-745153266	threshold	4	S2-22455304,S2-641379738,S3-308563757,S3-241205615
S1-745442482	threshold	6	S2-359780339,S2-773639829,S2-626160821,S3-253692028,S3-708470755,S3-13329974
S1-746020253	threshold	3	S2-568805265,S2-220444535,S3-786080
S1-746163796	threshold	1	S3-65672996
S1-74631926	threshold	3	S2-53274486,S2-528081263,S3-295451677
S1-746484214	threshold	4	S2-223998473,S2-728536104,S2-719413965,S3-814841228
S1-746931749	threshold	4	S2-466796519,S2-989100073,S2-653815135,S3-738692034
S1-747924718	threshold	4	S2-930518459,S2-1739675,S3-264121969,S3-917574060
S1-748272105	threshold	2	S2-695038271,S3-272491924
S1-748677361	threshold	8	S2-223692952,S2-312834144,S2-499670902,S2-968634466,S2-258410470,S3-995573622,S3-394748822,S3-249196361
S1-74932992	threshold	3	S2-281466836,S2-262959813,S3-746205055
S1-750218362	threshold	4	S2-694428451,S2-484702861,S2-904010110,S3-458015982
S1-751116480	threshold	3	S2-227880321,S2-117570214,S3-999429208
S1-751457536	threshold	5	S2-583415650,S3-769462898,S3-651326338,S3-97882064,S3-606402761
S1-751519238	threshold	3	S2-480326225,S2-826748181,S3-23938034
S1-751733535	threshold	2	S2-744236804,S3-19787830
S1-752679228	threshold	4	S2-447027117,S3-651236857,S3-590179127,S3-356602995
S1-753035897	threshold	2	S2-718906471,S2-600253838
S1-753666163	threshold	3	S2-780256224,S2-161598002,S3-401384344
S1-75468314	threshold	2	S2-112717012,S3-790012519
S1-755074948	threshold	3	S2-937686972,S2-88540228,S3-547164369
S1-756940025	threshold	3	S2-379888016,S3-155833728,S3-920001637
S1-757863478	threshold	2	S2-658333486,S3-570998455
S1-758101290	threshold	3	S2-697300339,S2-59047668,S3-517879529
S1-758242343	threshold	4	S2-812291038,S2-316689703,S3-178949954,S3-667872744
S1-758715138	threshold	4	S2-106862381,S2-69346868,S2-982454852,S3-335462421
S1-759688950	threshold	2	S3-85960683,S3-179312843
S1-75979108	threshold	4	S2-635559660,S2-40808886,S3-700233196,S3-321784024
S1-76005804	threshold	3	S2-893427088,S3-311147232,S3-616647474
S1-76006703	threshold	4	S2-308266467,S2-320213966,S2-909947375,S3-502180864
S1-760156185	threshold	3	S2-524124839,S3-442236454,S3-916725366
S1-760597924	threshold	5	S2-658617344,S2-612127093,S2-427902165,S3-771004693,S3-622069623
S1-761592902	threshold	0	
S1-761685884	threshold	5	S2-264581820,S2-323004986,S3-713483148,S3-807098894,S3-764161434
S1-763366322	threshold	2	S2-497983496,S3-951340673
S1-763556308	threshold	3	S2-551645250,S2-151101777,S3-411584975
S1-763756044	threshold	4	S2-354312746,S2-985781253,S3-306865712,S3-668255324
S1-764183131	threshold	5	S2-425703424,S2-634783883,S2-546889211,S2-356874174,S3-387095892
S1-764364734	threshold	4	S2-560117127,S2-883574875,S2-203075005,S3-120502411
S1-764630736	threshold	6	S2-111570013,S2-601184917,S2-954319225,S3-322563646,S3-322143271,S3-949982732
S1-764826606	threshold	0	
S1-765469886	threshold	0	
S1-765957674	threshold	6	S2-698815682,S2-936988687,S2-900522224,S2-83855142,S3-568266901,S3-677783268
S1-766823573	threshold	3	S2-469955141,S3-155832936,S3-325581025
S1-76751388	threshold	4	S2-222759273,S2-953748432,S3-608400155,S3-603369244
S1-767597780	threshold	1	S2-417005592
S1-767994640	threshold	5	S2-961525190,S2-625745550,S3-829046949,S3-351745579,S3-630805582
S1-767997080	threshold	4	S2-109174606,S3-963325984,S3-285154009,S3-722802374
S1-768245446	threshold	2	S2-329691657,S3-287337209
S1-768271426	threshold	2	S2-913576425,S3-256325971
S1-768643264	threshold	5	S2-741030300,S2-796988559,S2-602536044,S2-607843932,S3-28408689
S1-768651715	threshold	4	S2-730949698,S2-432482759,S3-920020995,S3-441611977
S1-769059072	threshold	5	S2-202344111,S2-482668145,S2-200751861,S3-438536620,S3-75666212
S1-76931130	threshold	3	S2-6521936,S3-491389803,S3-472840177
S1-769708823	threshold	4	S2-949059106,S2-427107664,S3-711616889,S3-388809084
S1-769966866	threshold	5	S2-882836042,S2-199090762,S2-177924504,S3-351463090,S3-19334430
S1-771301491	threshold	2	S2-520734190,S2-189022619
S1-771473162	threshold	3	S2-508186810,S2-903527742,S3-863361006
S1-771481073	threshold	4	S2-551231142,S3-408921029,S3-733478342,S3-243666967
S1-771558450	threshold	3	S2-590507142,S3-161108226,S3-383423165
S1-77178188	threshold	3	S2-560424475,S3-149253603,S3-961892804
S1-771813513	threshold	3	S2-955521771,S2-742799425,S3-437236452
S1-772114001	threshold	0	
S1-772122667	threshold	2	S2-656530089,S3-400156955
S1-772490763	threshold	3	S2-929976584,S2-898305954,S3-740654658
S1-772573378	threshold	2	S2-474909832,S3-873355578
S1-772827837	threshold	4	S2-955962507,S2-436595375,S3-206419384,S3-19060069
S1-773513048	threshold	4	S2-212594048,S2-851104062,S3-136674038,S3-191572756
S1-774409902	threshold	3	S2-115203422,S3-991814569,S3-513600249
S1-774944847	threshold	3	S2-927111173,S2-466771087,S3-120664700
S1-775131504	threshold	4	S2-400801731,S2-419756490,S3-55833180,S3-872688558
S1-775447984	threshold	5	S2-958613069,S2-960928889,S3-354313659,S3-345806650,S3-725216860
S1-775918192	threshold	5	S2-475763432,S2-57309588,S3-753599515,S3-26080045,S3-238824744
S1-776271896	threshold	6	S2-817060356,S2-83036852,S2-10223297,S3-58077277,S3-632971856,S3-559191626
S1-777694756	threshold	4	S2-515310157,S3-885654667,S3-133442859,S3-475709973
S1-778807938	threshold	3	S2-404757879,S2-361913341,S3-672346383
S1-779281781	threshold	5	S2-394289459,S2-66199808,S2-806670223,S3-158260959,S3-102113612
S1-77955707	threshold	3	S2-678749741,S2-547719463,S3-442108979
S1-780124368	threshold	5	S2-520099484,S2-292274898,S3-794534585,S3-684811271,S3-509896168
S1-780268126	threshold	4	S2-469199344,S3-278638066,S3-788131199,S3-556650702
S1-780498580	threshold	4	S2-230076651,S3-472397462,S3-398853344,S3-532524041
S1-781453824	threshold	0	
S1-781880682	threshold	8	S2-368913141,S2-443933461,S2-846894933,S2-47604320,S3-911263616,S3-660372628,S3-749777570,S3-610451084
S1-781967877	threshold	4	S2-906298154,S3-417452246,S3-535062279,S3-668239931
S1-782117857	threshold	3	S2-422713734,S2-754188372,S3-245819797
S1-782806126	threshold	5	S3-673294946,S3-430137783,S3-565644635,S3-623976589,S3-265464395
S1-783181830	threshold	2	S2-452822826,S3-155646779
S1-783538994	threshold	5	S2-903214417,S2-113830758,S2-272970428,S2-215109098,S3-328217681
S1-78365562	threshold	2	S3-403810524,S3-126723675
S1-783722509	threshold	1	S2-556691271
S1-783863306	threshold	2	S2-883846676,S3-929043683
S1-784099378	threshold	5	S2-567868483,S3-823045998,S3-158592707,S3-711107024,S3-91141241
S1-784954438	threshold	5	S2-697548653,S2-267268629,S2-411764421,S3-773868971,S3-869385454
S1-785376764	threshold	3	S2-5296015,S3-363913325,S3-200588644
S1-785538453	threshold	3	S2-556037993,S2-343171304,S3-140833014
S1-785700744	threshold	3	S2-477681889,S2-734797320,S3-123073960
S1-786614256	threshold	2	S2-136299579,S3-130137264
S1-786814981	threshold	4	S2-43089891,S3-612384846,S3-739205418,S3-564949721
S1-787356275	threshold	4	S2-708710822,S3-877666628,S3-300214550,S3-18568763
S1-787609998	threshold	6	S2-210655835,S2-815448897,S3-18073377,S3-109368468,S3-396870916,S3-549542915
S1-787644253	threshold	2	S2-514010001,S3-764984063
S1-787831649	threshold	6	S2-605156620,S2-351751447,S2-221266988,S2-55278398,S2-717898036,S3-631833431
S1-788035298	threshold	1	S3-239996189
S1-78865121	threshold	2	S2-640290254,S3-684991681
S1-789107547	threshold	4	S2-621920825,S2-62421460,S2-961313027,S3-456646679
S1-789932635	threshold	7	S2-132302489,S2-442721172,S2-748178413,S2-466028781,S2-603581961,S3-447177619,S3-38349528
S1-790401062	threshold	6	S2-411888002,S2-225397953,S3-859226888,S3-760251578,S3-963997158,S3-640977719
S1-790779916	threshold	6	S2-310489028,S2-746603820,S3-478762261,S3-293712401,S3-498890130,S3-321685988
S1-790812090	threshold	4	S2-741591040,S2-1662895,S2-293192512,S3-27816783
S1-790875518	threshold	6	S2-21857350,S2-877657775,S3-402166012,S3-443044455,S3-992905566,S3-570701636
S1-792558400	threshold	5	S2-953030688,S2-995424174,S3-838000292,S3-105589350,S3-526911615
S1-792989810	threshold	5	S2-320378872,S2-827136186,S2-542549534,S3-993153240,S3-613072690
S1-793405616	threshold	3	S2-768556485,S3-971873347,S3-80015439
S1-793526462	threshold	2	S2-347524963,S2-385239190
S1-794162001	threshold	4	S2-844321630,S3-137535499,S3-625400334,S3-263773351
S1-794475207	threshold	2	S2-726043631,S3-17103865
S1-794484965	threshold	8	S2-318249132,S2-152551956,S3-476253960,S3-667724047,S3-10752991,S3-963557018,S3-402315095,S3-530782250
S1-795132678	threshold	2	S2-67350323,S3-821001639
S1-797382534	threshold	2	S3-761600804,S3-486224701
S1-797686136	threshold	4	S2-669107993,S2-300135560,S2-585770149,S3-988564076
S1-798333839	threshold	6	S2-761308314,S3-389685885,S3-344620798,S3-946499529,S3-538736772,S3-811315364
S1-799653542	threshold	3	S2-350837804,S3-552033477,S3-50959884
S1-799766613	threshold	3	S2-767581734,S2-669532651,S3-167404803
S1-8000604	threshold	4	S2-116299998,S2-918856832,S2-967397295,S3-398732743
S1-800336894	threshold	3	S2-277153087,S2-723669796,S3-586008177
S1-800388193	threshold	3	S2-809619881,S3-54448657,S3-992886465
S1-80081292	threshold	0	
S1-800879064	threshold	3	S2-37631015,S3-222338131,S3-806125047
S1-801594737	threshold	3	S2-750218417,S3-474023220,S3-658695457
S1-801801281	threshold	3	S2-689710283,S3-681239734,S3-59857927
S1-802639738	threshold	5	S2-482826712,S2-909346959,S3-79390791,S3-786638305,S3-380262504
S1-802797522	threshold	3	S2-344296715,S3-174594969,S3-708103730
S1-803035395	threshold	1	S3-263663718
S1-803184921	threshold	1	S3-759451308
S1-803667513	threshold	2	S2-399935707,S2-999974129
S1-803924430	threshold	2	S2-572872484,S3-297294394
S1-804494066	threshold	8	S2-959733664,S2-369536709,S2-639502675,S3-359531912,S3-726076903,S3-486999779,S3-206959739,S3-306874666
S1-804502424	threshold	3	S2-108383731,S3-394601427,S3-27673775
S1-804511504	threshold	0	
S1-805221112	threshold	2	S2-317956182,S3-149232982
S1-805260451	threshold	7	S2-467321964,S2-811073453,S2-511848343,S3-14760361,S3-384102067,S3-986580163,S3-195551972
S1-805333675	threshold	4	S2-25126607,S2-353635300,S2-235705626,S3-790254718
S1-805575695	threshold	2	S3-284405571,S3-128376487
S1-80587117	threshold	0	
S1-806224846	threshold	2	S2-535377707,S3-702735536
S1-80626235	threshold	2	S2-303295809,S2-177401236
S1-806426420	threshold	2	S2-29561711,S3-871838337
S1-807045474	threshold	5	S2-626687222,S2-533421121,S3-344788074,S3-951232833,S3-908268546
S1-807596775	threshold	2	S2-16439619,S2-761594319
S1-80809024	threshold	4	S2-550351950,S2-665672788,S3-662296084,S3-337984969
S1-808531145	threshold	3	S2-342382436,S2-249678705,S3-689621509
S1-808625403	threshold	5	S2-908216747,S2-264531650,S2-543362030,S3-413810753,S3-97440855
S1-808784393	threshold	5	S2-173854540,S2-543424554,S2-742429132,S3-458671578,S3-349711916
S1-809087419	threshold	7	S2-12113916,S2-920093578,S2-726533249,S2-302502459,S3-270906818,S3-867542043,S3-744887794
S1-809102070	threshold	2	S2-210635185,S2-859442795
S1-810163865	threshold	2	S3-229109736,S3-374847815
S1-811319897	threshold	4	S2-702564898,S3-750257053,S3-450137006,S3-905194774
S1-811353697	threshold	4	S3-362181776,S3-517974804,S3-137294286,S3-484568897
S1-811433091	threshold	0	
S1-811756311	threshold	2	S3-374227864,S3-7897945
S1-811764777	threshold	3	S2-451388414,S2-286232133,S3-911023526
S1-81202499	threshold	3	S2-471349331,S3-170235768,S3-593340116
S1-81217925	threshold	3	S2-597316860,S2-389821561,S3-957846226
S1-812195617	threshold	2	S3-952503634,S3-272087565
S1-812422584	threshold	1	S3-606717261
S1-812466700	threshold	3	S2-133649727,S3-807275605,S3-892100952
S1-813170327	threshold	2	S2-574606516,S3-951679223
S1-814374013	threshold	4	S2-758689931,S2-310111038,S3-470523696,S3-866442237
S1-814559379	threshold	2	S2-293811887,S2-637956634
S1-814623763	threshold	4	S2-251896039,S3-704508596,S3-865548488,S3-214521171
S1-81604584	threshold	3	S2-877485898,S2-98180677,S3-915344274
S1-816510195	threshold	5	S2-655345126,S2-103187166,S2-415876363,S3-378051889,S3-826627362
S1-81652832	threshold	2	S2-126770341,S3-414646601
S1-816865563	threshold	5	S2-774351895,S3-412730,S3-785864388,S3-726467170,S3-270793603
S1-817094985	threshold	4	S2-807963134,S2-870540452,S3-758107141,S3-162779795
S1-817128034	threshold	6	S2-965329153,S2-14306586,S3-114156896,S3-982780907,S3-184986475,S3-22915042
S1-817580672	threshold	0	
S1-817617262	threshold	2	S2-668199418,S3-303612255
S1-818953028	threshold	3	S2-531541126,S3-152549830,S3-672251731
S1-819102669	threshold	2	S2-450848280,S3-409616250
S1-81960785	threshold	5	S2-580757680,S2-603150841,S3-97686268,S3-686074795,S3-962790403
S1-819900904	threshold	3	S2-288027787,S3-930138003,S3-614312529
S1-820507016	threshold	3	S2-716734995,S3-571394244,S3-860264330
S1-820613883	threshold	2	S3-6847610,S3-137703710
S1-821828753	threshold	1	S3-656931779
S1-822458982	threshold	4	S2-880707373,S2-130957260,S2-261423673,S3-380053790
S1-822546157	threshold	7	S2-485831222,S2-106757029,S2-556310562,S3-918881190,S3-553254788,S3-977946520,S3-482315724
S1-822759260	threshold	6	S2-403556627,S3-578490454,S3-237689287,S3-969812243,S3-587659301,S3-889980389
S1-822927066	threshold	3	S2-156326439,S2-14732548,S3-338630003
S1-823739111	threshold	3	S2-379236798,S2-245684239,S3-80466348
S1-824773681	threshold	3	S2-308632081,S2-219971534,S3-445821703
S1-82498590	threshold	5	S2-646206940,S2-742482868,S3-59444083,S3-87636002,S3-16965419
S1-825085007	threshold	3	S3-851620918,S3-266581585,S3-164292440
S1-825790322	threshold	5	S2-590144900,S2-681407238,S2-897788777,S3-658063099,S3-239916597
S1-825939713	threshold	3	S2-137491587,S2-979775767,S3-300157817
S1-826180115	threshold	4	S2-813217517,S2-315062935,S3-863584913,S3-788177383
S1-826427058	threshold	5	S2-959557461,S2-291421844,S2-16195215,S3-351669440,S3-24190077
S1-826488672	threshold	3	S2-787084511,S3-62768410,S3-381653599
S1-826689029	threshold	5	S2-91982311,S2-20205977,S2-731374279,S3-670629400,S3-976761392
S1-827415076	threshold	0	
S1-827698439	threshold	2	S2-287371588,S3-786723446
S1-828100611	threshold	2	S2-636043197,S3-149517606
S1-828152296	threshold	0	
S1-828435382	threshold	7	S2-935718032,S2-189600095,S2-720427993,S3-21747561,S3-340592882,S3-194472500,S3-366272036
S1-828761095	threshold	4	S2-386385848,S3-994585054,S3-809485324,S3-466722422
S1-829265555	threshold	2	S2-230778279,S3-611733426
S1-829455496	threshold	5	S2-758770139,S2-966243831,S2-752493020,S3-847161493,S3-15624596
S1-829487565	threshold	6	S2-184885020,S2-400454801,S2-264877110,S2-193395839,S3-224717769,S3-341593331
S1-829696310	threshold	4	S2-82999934,S3-456143768,S3-844367558,S3-9841660
